"Name","Location","Type","Namespace"
"FUN_8009ac80","8009ac80","Function","Global"
"__sinit_snd_SeqSound_cpp","8009aca0","Function","Global"
"SeqSoundHandle((nw4r::snd::SoundHandle_*))","8009acb0","Function","nw4r::snd::SeqSoundHandle"
"DetachSound((void))","8009adc0","Function","nw4r::snd::SeqSoundHandle"
"FUN_8009ae00","8009ae00","Function","Global"
"FUN_8009ae10","8009ae10","Function","Global"
"__dt","8009aea0","Function","SeqTrack"
"FUN_8009afb0","8009afb0","Function","Global"
"SetSeqData((void_*\,long))","8009b150","Function","nw4r::snd::detail::SeqTrack"
"Open((void))","8009b160","Function","nw4r::snd::detail::SeqTrack"
"Close((void))","8009b180","Function","nw4r::snd::detail::SeqTrack"
"UpdateChannelLength((void))","8009b250","Function","nw4r::snd::detail::SeqTrack"
"ParseNextTick((bool))","8009b320","Function","nw4r::snd::detail::SeqTrack"
"ReleaseAllChannel","8009b4a0","Function","nw4r::snd::detail::SeqTrack"
"PauseAllChannel((bool))","8009b530","Function","nw4r::snd::detail::SeqTrack"
"FUN_8009b5d0","8009b5d0","Function","Global"
"FreeAllChannel","8009bba0","Function","nw4r::snd::detail::SeqTrack"
"SetMute","8009bd00","Function","nw4r::snd::detail::SeqTrack"
"GetVariablePtr","8009be90","Function","nw4r::snd::detail::SeqTrack"
"FUN_8009beb0","8009beb0","Function","Global"
"Sound3DActor","8009c2a0","Function","nw4r::snd::Sound3DActor"
"__dt","8009c330","Function","nw4r::snd::Sound3DActor"
"SetupSound","8009c410","Function","nw4r::snd::Sound3DActor"
"SetPosition","8009c590","Function","nw4r::snd::Sound3DActor"
"SetVelocity","8009c5e0","Function","nw4r::snd::Sound3DActor"
"detail_UpdateAmbientArg","8009c600","Function","nw4r::snd::Sound3DActor"
"@84@detail_UpdateAmbientArg","8009c640","Function","nw4r::snd::Sound3DActor"
"@84@~Sound3DActor","8009c650","Function","nw4r::snd::Sound3DActor"
"CalcVolumeAndPriority","8009c660","Function","nw4r::snd::Sound3DCalculator"
"CalcPan","8009c790","Function","nw4r::snd::Sound3DCalculator"
"CalcPitch","8009c8f0","Function","nw4r::snd::Sound3DCalculator"
"CalcPanDpl2","8009ca90","Function","nw4r::snd::Sound3DCalculator"
"CalcPanStereo","8009cdd0","Function","nw4r::snd::Sound3DCalculator"
"CalcAngleAndDistance","8009cf50","Function","nw4r::snd::Sound3DCalculator"
"Sound3DEngine","8009d070","Function","nw4r::snd::Sound3DEngine"
"UpdateAmbientParam","8009d0a0","Function","nw4r::snd::Sound3DEngine"
"UpdateAmbientParam","8009d220","Function","nw4r::snd::Sound3DEngine"
"GetAmbientPriority","8009d280","Function","nw4r::snd::Sound3DEngine"
"GetRequiredVoiceOutCount","8009d500","Function","nw4r::snd::Sound3DEngine"
"__dt","8009d510","Function","nw4r::snd::Sound3DEngine"
"Sound3DListener","8009d550","Function","nw4r::snd::Sound3DListener"
"SetMatrix","8009d5c0","Function","nw4r::snd::Sound3DListener"
"ResetMatrix","8009d820","Function","nw4r::snd::Sound3DListener"
"SetInteriorSize","8009d870","Function","nw4r::snd::Sound3DListener"
"SetMaxVolumeDistance","8009d880","Function","nw4r::snd::Sound3DListener"
"SetUnitDistance","8009d890","Function","nw4r::snd::Sound3DListener"
"Sound3DManager","8009d8a0","Function","nw4r::snd::Sound3DManager"
"GetRequiredMemSize((nw4r::snd::SoundArchive_*))","8009d900","Function","nw4r::snd::Sound3DManager"
"Setup((nw4r::snd::SoundArchive_*\,void_*\,ulong))","8009d960","Function","nw4r::snd::Sound3DManager"
"SetEngine","8009d9a0","Function","nw4r::snd::Sound3DManager"
"detail_GetAmbientPriority","8009da00","Function","nw4r::snd::Sound3DManager"
"FUN_8009da80","8009da80","Function","Global"
"FUN_8009daf0","8009daf0","Function","Global"
"Sound3DParam","8009db10","Function","nw4r::snd::Sound3DParam"
"FUN_8009db40","8009db40","Function","Global"
"FUN_8009dba0","8009dba0","Function","Global"
"SoundActor","8009dbe0","Function","nw4r::snd::SoundActor"
"__dt","8009dca0","Function","SoundActor"
"SetupSound","8009dd50","Function","nw4r::snd::SoundActor"
"detail_SetupSoundWithAmbientInfo","8009dd70","Function","nw4r::snd::SoundActor"
"detail_SetupSound","8009dd90","Function","nw4r::snd::SoundActor"
"detail_ConvertLabelStringToSoundId","8009ddd0","Function","nw4r::snd::SoundActor"
"detail_ConvertLabelStringToSoundId((char_*))","8009ddf0","Function","nw4r::snd::SoundArchivePlayer"
"SoundArchive","8009de00","Function","nw4r::snd::SoundArchive"
"__dt","8009de30","Function","nw4r::snd::SoundArchive"
"IsAvailable","8009de70","Function","nw4r::snd::SoundArchive"
"Setup","8009de90","Function","nw4r::snd::SoundArchive"
"Shutdown","8009dea0","Function","nw4r::snd::SoundArchive"
"GetSoundCount","8009dec0","Function","nw4r::snd::SoundArchive"
"GetGroupCount","8009ded0","Function","nw4r::snd::SoundArchive"
"GetSoundLabelString","8009dee0","Function","nw4r::snd::SoundArchive"
"GetBankLabelString","8009def0","Function","nw4r::snd::SoundArchive"
"ConvertLabelStringToSoundId","8009df00","Function","nw4r::snd::SoundArchive"
"ConvertLabelStringToGroupId","8009df10","Function","nw4r::snd::SoundArchive"
"GetSoundUserParam","8009df20","Function","nw4r::snd::SoundArchive"
"GetSoundType","8009df30","Function","nw4r::snd::SoundArchive"
"ReadSoundInfo","8009df40","Function","nw4r::snd::SoundArchive"
"detail_ReadSeqSoundInfo","8009df50","Function","nw4r::snd::SoundArchive"
"detail_ReadStrmSoundInfo","8009df60","Function","SoundArchive"
"detail_ReadWaveSoundInfo","8009df70","Function","nw4r::snd::SoundArchive"
"ReadPlayerInfo","8009df80","Function","nw4r::snd::SoundArchive"
"ReadSoundArchivePlayerInfo","8009df90","Function","nw4r::snd::SoundArchive"
"detail_ReadSound3DParam","8009dfa0","Function","nw4r::snd::SoundArchive"
"detail_ReadBankInfo","8009dfb0","Function","nw4r::snd::SoundArchive"
"detail_ReadGroupInfo","8009dfc0","Function","nw4r::snd::SoundArchive"
"detail_ReadGroupItemInfo","8009dfd0","Function","nw4r::snd::SoundArchive"
"detail_GetFileCount","8009dfe0","Function","nw4r::snd::SoundArchive"
"detail_ReadFileInfo","8009dff0","Function","nw4r::snd::SoundArchive"
"detail_ReadFilePos","8009e000","Function","nw4r::snd::SoundArchive"
"detail_OpenFileStream","8009e010","Function","nw4r::snd::SoundArchive"
"SoundArchive_OpenFileWaveDataStream","8009e240","Function","Global"
"detail_OpenGroupStream","8009e3d0","Function","nw4r::snd::SoundArchive"
"detail_OpenGroupWaveDataStream","8009e4f0","Function","nw4r::snd::SoundArchive"
"SetExternalFileRoot","8009e610","Function","nw4r::snd::SoundArchive"
"__ct","8009e690","Function","nw4r::snd::SoundArchiveFileReader"
"__ct__Q44nw4r3snd6detail22SoundArchiveFileReaderFv","8009e690","Function","Global"
"GetSoundLabelString","8009f260","Function","nw4r::snd::detail::SoundArchiveFileReader"
"GetBankLabelString","8009f340","Function","nw4r::snd::detail::SoundArchiveFileReader"
"GetSoundUserParam","8009f420","Function","nw4r::snd::detail::SoundArchiveFileReader"
"ConvertLabelStringToId","8009f740","Function","nw4r::snd::detail::SoundArchiveFileReader"
"__ct","8009f990","Function","nw4r::snd::detail::SoundArchiveLoader"
"__dt","8009f9d0","Function","nw4r::snd::detail::SoundArchiveLoader"
"LoadGroup","8009fa10","Function","nw4r::snd::detail::SoundArchiveLoader"
"ReadFile","8009fff0","Function","nw4r::snd::detail::SoundArchiveLoader"
"LoadFile","800a0180","Function","nw4r::snd::detail::SoundArchiveLoader"
"FUN_800a0260","800a0260","Function","Global"
"LoadWaveDataFile","800a0420","Function","nw4r::snd::detail::SoundArchiveLoader"
"SoundArchivePlayer","800a0500","Function","nw4r::snd::SoundArchivePlayer"
"__dt","800a0630","Function","nw4r::snd::SoundArchivePlayer::SeqNoteOnCallback"
"__dt","800a0670","Function","nw4r::snd::SoundArchivePlayer::WsdCallback"
"LinkList<Q44nw4r3snd6detail8SeqSound\,184>((void))","800a06b0","Function","nw4r::ut::LinkList<Q44nw4r3snd6detail8SeqSound\,184>"
"~LinkList<Q44nw4r3snd6detail8SeqSound\,184>((void))","800a06d0","Function","nw4r::ut::LinkList<Q44nw4r3snd6detail8SeqSound\,184>"
"LinkList<Q44nw4r3snd6detail9StrmSound\,240>((void))","800a0730","Function","nw4r::ut::LinkList<Q44nw4r3snd6detail9StrmSound\,240>"
"~LinkList<Q44nw4r3snd6detail9StrmSound\,240>((void))","800a0750","Function","nw4r::ut::LinkList<Q44nw4r3snd6detail9StrmSound\,240>"
"LinkList<Q44nw4r3snd6detail9WaveSound\,240>((void))","800a07b0","Function","nw4r::ut::LinkList<Q44nw4r3snd6detail9WaveSound\,240>"
"~LinkList<Q44nw4r3snd6detail9WaveSound\,240>((void))","800a07d0","Function","nw4r::ut::LinkList<Q44nw4r3snd6detail9WaveSound\,240>"
"__dt","800a0830","Function","nw4r::snd::SoundArchivePlayer"
"IsAvailable","800a08f0","Function","nw4r::snd::SoundArchivePlayer"
"Setup((nw4r::snd::SoundArchive_*\,void_*\,ulong\,void_*\,ulong))","800a0910","Function","nw4r::snd::SoundArchivePlayer"
"Shutdown((void))","800a0a20","Function","nw4r::snd::SoundArchivePlayer"
"GetRequiredMemSize((nw4r::snd::SoundArchive_*))","800a0b50","Function","nw4r::snd::SoundArchivePlayer"
"GetRequiredStrmBufferSize","800a0c90","Function","nw4r::snd::SoundArchivePlayer"
"SetupMram","800a0ce0","Function","nw4r::snd::SoundArchivePlayer"
"CreatePlayerHeap","800a0f80","Function","nw4r::snd::SoundArchivePlayer"
"SetupSoundPlayer","800a1050","Function","nw4r::snd::SoundArchivePlayer"
"Update((void))","800a1180","Function","nw4r::snd::SoundArchivePlayer"
"GetSoundArchive","800a1540","Function","nw4r::snd::SoundArchivePlayer"
"GetSoundPlayer","800a1550","Function","nw4r::snd::SoundArchivePlayer"
"detail_GetFileAddress","800a1560","Function","nw4r::snd::SoundArchivePlayer"
"GetFileWaveAddress","800a16b0","Function","nw4r::snd::SoundArchivePlayer"
"detail_SetupSound","800a1800","Function","nw4r::snd::SoundArchivePlayer"
"detail_SetupSoundImpl","800a1820","Function","nw4r::snd::SoundArchivePlayer"
"PrepareSeqImpl","800a2260","Function","nw4r::snd::SoundArchivePlayer"
"PrepareStrmImpl","800a25c0","Function","nw4r::snd::SoundArchivePlayer"
"PrepareWaveSoundImpl","800a2770","Function","nw4r::snd::SoundArchivePlayer"
"LoadGroup","800a28b0","Function","nw4r::snd::SoundArchivePlayer"
"LoadGroup","800a2a20","Function","nw4r::snd::SoundArchivePlayer"
"InvalidateData((void_*\,void_*))","800a2a90","Function","nw4r::snd::SoundArchivePlayer"
"InvalidateWaveData((void_*\,void_*))","800a2af0","Function","nw4r::snd::SoundArchivePlayer"
"NoteOn","800a2b50","Function","nw4r::snd::SoundArchivePlayer::SeqNoteOnCallback"
"GetWaveSoundData","800a2c80","Function","nw4r::snd::SoundArchivePlayer"
"detail_ConvertLabelStringToSoundId","800a2d80","Function","nw4r::snd::SoundArchivePlayer"
"@12@detail_SetupSound","800a2d90","Function","nw4r::snd::SoundArchivePlayer"
"__dt","800a2da0","Function","nw4r::snd::SoundArchivePlayer"
"AttachSoundAsTempHandle","800a2db0","Function","nw4r::snd::detail::SoundHandle"
"AttachSound","800a2e30","Function","nw4r::snd::detail::SoundHandle"
"DetachSound","800a2e80","Function","nw4r::snd::SoundHandle"
"SoundHeap","800a2ed0","Function","nw4r::snd::SoundHeap"
"__dt","800a2f20","Function","nw4r::snd::SoundHeap"
"Create((void_*\,ulong))","800a2f90","Function","nw4r::snd::SoundHeap"
"FUN_800a2fa0","800a2fa0","Function","Global"
"Alloc((ulong))","800a2fb0","Function","nw4r::snd::SoundHeap"
"Alloc((ulong\,void_(*)(void_*\,ulong\,void_*)\,void_*))","800a3020","Function","nw4r::snd::SoundHeap"
"Clear","800a3090","Function","nw4r::snd::SoundHeap"
"SaveState","800a3100","Function","nw4r::snd::SoundHeap"
"LoadState","800a3160","Function","nw4r::snd::SoundHeap"
"SoundPlayer","800a3250","Function","nw4r::snd::SoundPlayer"
"FUN_800a3310","800a3310","Function","Global"
"__dt","800a3370","Function","nw4r::snd::SoundPlayer"
"Update","800a3450","Function","nw4r::snd::SoundPlayer"
"StopAllSound","800a34d0","Function","nw4r::snd::SoundPlayer"
"PauseAllSound((bool\,int))","800a3550","Function","nw4r::snd::SoundPlayer"
"SetVolume","800a35e0","Function","nw4r::snd::SoundPlayer"
"GetRemoteOutVolume","800a3610","Function","nw4r::snd::SoundPlayer"
"detail_SortPriorityList","800a3620","Function","nw4r::snd::SoundPlayer"
"detail_SortPriorityList","800a3720","Function","nw4r::snd::SoundPlayer"
"detail_AppendSound","800a38d0","Function","nw4r::snd::SoundPlayer"
"detail_RemoveSound","800a3ab0","Function","nw4r::snd::SoundPlayer"
"SetPlayableSoundCount","800a3b40","Function","nw4r::snd::SoundPlayer"
"detail_SetPlayableSoundLimit","800a3bd0","Function","nw4r::snd::SoundPlayer"
"detail_CanPlaySound","800a3be0","Function","SoundPlayer"
"detail_AppendPlayerHeap","800a3cc0","Function","nw4r::snd::SoundPlayer"
"detail_AllocPlayerHeap","800a3d30","Function","nw4r::snd::SoundPlayer"
"detail_FreePlayerHeap","800a3de0","Function","nw4r::snd::SoundPlayer"
"detail_StartSound","800a3e80","Function","nw4r::snd::SoundStartable"
"detail_StartSound","800a3ee0","Function","nw4r::snd::SoundStartable"
"detail_HoldSound","800a3f90","Function","nw4r::snd::SoundStartable"
"detail_HoldSound","800a4040","Function","nw4r::snd::SoundStartable"
"detail_PrepareSound","800a4130","Function","nw4r::snd::SoundStartable"
"InitSoundSystem","800a4150","Function","nw4r::snd::SoundSystem"
"GetRequiredMemSize","800a41a0","Function","nw4r::snd::SoundSystem"
"InitSoundSystem","800a4220","Function","nw4r::snd::SoundSystem"
"ShutdownSoundSystem((void))","800a43d0","Function","nw4r::snd::SoundSystem"
"IsInitializedSoundSystem()","800a4450","Function","nw4r::snd::SoundSystem"
"WaitForResetReady((void))","800a4460","Function","nw4r::snd::SoundSystem"
"__sinit_\snd_SoundSystem_cpp","800a44e0","Function","Global"
"GetInstance((void))","800a4530","Function","nw4r::snd::detail::SoundThread"
"__dt","800a4600","Function","nw4r::snd::detail::SoundThread"
"Create((long\,void_*\,ulong))","800a4670","Function","nw4r::snd::detail::SoundThread"
"Shutdown((void))","800a47b0","Function","nw4r::snd::detail::SoundThread"
"AxCallbackFunc","800a48b0","Function","nw4r::snd::detail::SoundThread"
"SoundThreadFunc((void_*))","800a49c0","Function","nw4r::snd::detail::SoundThread"
"RegisterPlayerCallback((nw4r::snd::detail::SoundThread::PlayerCallback_*))","800a4a20","Function","nw4r::snd::detail::SoundThread"
"UnregisterPlayerCallback((nw4r::snd::detail::SoundThread::PlayerCallback_*))","800a4a90","Function","nw4r::snd::detail::SoundThread"
"SoundThreadProc((void))","800a4af0","Function","nw4r::snd::detail::SoundThread"
"Setup((void_*\,ulong\,int))","800a4c50","Function","nw4r::snd::detail::StrmBufferPool"
"Shutdown((void))","800a4cd0","Function","nw4r::snd::detail::StrmBufferPool"
"Alloc","800a4d20","Function","nw4r::snd::detail::StrmBufferPool"
"Free","800a4e10","Function","nw4r::snd::detail::StrmBufferPool"
"StrmFileReader","800a4e90","Function","nw4r::snd::detail::StrmFileReader"
"FUN_800a4ea0","800a4ea0","Function","Global"
"ReadStrmTrackInfo","800a4fb0","Function","nw4r::snd::detail::StrmFileReader"
"FUN_800a5270","800a5270","Function","Global"
"GetChannelCount","800a5440","Function","nw4r::snd::detail::StrmFileLoader"
"ReadStrmInfo","800a5490","Function","nw4r::snd::detail::StrmFileLoader"
"ReadStrmTrackInfo","800a54d0","Function","nw4r::snd::detail::StrmFileLoader"
"FUN_800a5510","800a5510","Function","Global"
"FUN_800a56a0","800a56a0","Function","Global"
"FUN_800a5860","800a5860","Function","Global"
"FUN_800a5960","800a5960","Function","Global"
"FUN_800a59c0","800a59c0","Function","Global"
"FUN_800a5a20","800a5a20","Function","Global"
"Setup","800a5b20","Function","nw4r::snd::detail::StrmPlayer"
"FUN_800a5d40","800a5d40","Function","Global"
"FUN_800a5dd0","800a5dd0","Function","Global"
"Start","800a5eb0","Function","Global"
"FUN_800a6250","800a6250","Function","Global"
"Pause","800a6420","Function","Global"
"FUN_800a6490","800a6490","Function","Global"
"FUN_800a6530","800a6530","Function","Global"
"LoadHeader","800a6670","Function","nw4r::snd::detail::StrmPlayer"
"FUN_800a6970","800a6970","Function","Global"
"FUN_800a6be0","800a6be0","Function","Global"
"FUN_800a6de0","800a6de0","Function","Global"
"FUN_800a6ed0","800a6ed0","Function","Global"
"UpdateVoiceParams","800a7090","Function","nw4r::snd::detail::StrmPlayer"
"FUN_800a7410","800a7410","Function","Global"
"FUN_800a75b0","800a75b0","Function","Global"
"FUN_800a76c0","800a76c0","Function","Global"
"FUN_800a78c0","800a78c0","Function","Global"
"FUN_800a7a20","800a7a20","Function","Global"
"FUN_800a7b10","800a7b10","Function","Global"
"FUN_800a7d40","800a7d40","Function","Global"
"FUN_800a7e00","800a7e00","Function","Global"
"FUN_800a7f20","800a7f20","Function","Global"
"SetTrackVolume","800a7fc0","Function","Global"
"GetPlayerTrack","800a8050","Function","Global"
"Execute","800a8070","Function","nw4r::snd::detail::StrmPlayer::StrmHeaderLoadTask"
"FUN_800a80c0","800a80c0","Function","Global"
"onCancel","800a80d0","Function","nw4r::snd::detail::StrmPlayer::StrmDataLoadTask"
"FUN_800a81d0","800a81d0","Function","Global"
"FUN_800a82a0","800a82a0","Function","Global"
"FUN_800a8330","800a8330","Function","Global"
"thunk_FUN_800a6ed0","800a83e0","Thunk Function","Global"
"thunk_FUN_800a7410","800a83f0","Thunk Function","Global"
"FUN_800a8420","800a8420","Function","Global"
"FUN_800a8430","800a8430","Function","Global"
"FUN_800a8480","800a8480","Function","Global"
"FUN_800a8680","800a8680","Function","Global"
"Setup","800a87c0","Function","nw4r::snd::detail::StrmSound"
"Prepare","800a8840","Function","nw4r::snd::detail::StrmSound"
"UpdateMoveValue","800a88a0","Function","nw4r::snd::detail::StrmSound"
"UpdateParam","800a8920","Function","nw4r::snd::detail::StrmSound"
"SetTrackVolume","800a8a00","Function","nw4r::snd::detail::StrmSound"
"FUN_800a8b70","800a8b70","Function","Global"
"FUN_800a8c10","800a8c10","Function","Global"
"FUN_800a8c70","800a8c70","Function","Global"
"FUN_800a8d60","800a8d60","Function","Global"
"FUN_800a8d80","800a8d80","Function","Global"
"FUN_800a8d90","800a8d90","Function","Global"
"FUN_800a8da0","800a8da0","Function","Global"
"FUN_800a8db0","800a8db0","Function","Global"
"FUN_800a8dc0","800a8dc0","Function","Global"
"FUN_800a8dd0","800a8dd0","Function","Global"
"FUN_800a8de0","800a8de0","Function","Global"
"FUN_800a8ef0","800a8ef0","Function","Global"
"__dt","800a8f30","Function","nw4r::snd::detail::Task"
"GetInstance((void))","800a8f70","Function","nw4r::snd::detail::TaskManager"
"FUN_800a9010","800a9010","Function","Global"
"AppendTask((nw4r::snd::detail::Task_*\,nw4r::snd::detail::TaskManager::TaskPriority))","800a9100","Function","nw4r::snd::detail::TaskManager"
"PopTask","800a9180","Function","nw4r::snd::detail::TaskManager"
"FUN_800a92e0","800a92e0","Function","Global"
"ExecuteTask","800a93f0","Function","nw4r::snd::detail::TaskManager"
"CancelTask((nw4r::snd::detail::Task_*))","800a9470","Function","nw4r::snd::detail::TaskManager"
"CancelAllTask((void))","800a9570","Function","nw4r::snd::detail::TaskManager"
"WaitTask","800a9660","Function","nw4r::snd::detail::TaskManager"
"CancelWaitTask","800a96d0","Function","nw4r::snd::detail::TaskManager"
"__ct","800a9720","Function","nw4r::snd::detail::TaskThread"
"__dt","800a9740","Function","nw4r::snd::detail::TaskThread"
"Create","800a97c0","Function","nw4r::snd::detail::TaskThread"
"Destroy((void))","800a9890","Function","nw4r::snd::detail::TaskThread"
"ThreadFunc","800a98f0","Function","Global"
"FUN_800a9950","800a9950","Function","Global"
"FUN_800a9c70","800a9c70","Function","Global"
"StopFinished","800a9d20","Function","nw4r::snd::detail::Voice"
"Calc","800a9dc0","Function","Global"
"FUN_800a9f60","800a9f60","Function","Global"
"FUN_800aa1a0","800aa1a0","Function","Global"
"Free","800aa3e0","Function","nw4r::snd::detail::Voice"
"Setup","800aa4b0","Function","nw4r::snd::detail::Voice"
"Start","800aa730","Function","nw4r::snd::detail::Voice"
"Stop","800aa750","Function","nw4r::snd::detail::Voice"
"Pause","800aa820","Function","nw4r::snd::detail::Voice"
"FUN_800aa840","800aa840","Function","Global"
"SetVolume","800aa860","Function","nw4r::snd::detail::Voice"
"SetVeVolume","800aa8b0","Function","nw4r::snd::detail::Voice"
"FUN_800aa924","800aa924","Function","Global"
"SetPitch","800aa960","Function","nw4r::snd::detail::Voice"
"SetPanMode","800aa980","Function","nw4r::snd::detail::Voice"
"SetPanCurve","800aa9a0","Function","nw4r::snd::detail::Voice"
"SetPan","800aa9c0","Function","nw4r::snd::detail::Voice"
"SetSurroundPan","800aa9e0","Function","nw4r::snd::detail::Voice"
"SetLpfFreq","800aaa00","Function","nw4r::snd::detail::Voice"
"SetRemoteFilter","800aaa50","Function","nw4r::snd::detail::Voice"
"SetOutputLine","800aaa90","Function","nw4r::snd::detail::Voice"
"SetMainOutVolume","800aaab0","Function","nw4r::snd::detail::Voice"
"SetMainSend","800aab00","Function","nw4r::snd::detail::Voice"
"SetFxSend","800aab50","Function","nw4r::snd::detail::Voice"
"SetRemoteOutVolume","800aaba0","Function","nw4r::snd::detail::Voice"
"SetRemoteSend","800aabf0","Function","nw4r::snd::detail::Voice"
"SetRemoteFxSend","800aac40","Function","nw4r::snd::detail::Voice"
"FUN_800aac90","800aac90","Function","Global"
"SetPriority","800aace0","Function","nw4r::snd::detail::Voice"
"UpdateVoicesPriority","800aad80","Function","Global"
"SetAdpcmLoop","800aae10","Function","nw4r::snd::detail::Voice"
"FUN_800aae90","800aae90","Function","Global"
"FUN_800aaeb0","800aaeb0","Function","Global"
"FUN_800aaf30","800aaf30","Function","Global"
"SetLoopFlag","800aafb0","Function","nw4r::snd::detail::Voice"
"FUN_800ab040","800ab040","Function","Global"
"SetVoiceType","800ab0c0","Function","nw4r::snd::detail::Voice"
"FUN_800ab150","800ab150","Function","Global"
"CalcAxVe","800ab210","Function","nw4r::snd::detail::Voice"
"CalcAxMix","800ab300","Function","nw4r::snd::detail::Voice"
"ResetDelta","800ab3f0","Function","nw4r::snd::detail::Voice"
"FUN_800ab470","800ab470","Function","Global"
"FUN_800ab5c0","800ab5c0","Function","Global"
"FUN_800ab760","800ab760","Function","Global"
"switchD","800ab950","Instruction Label","switchD_800ab950"
"caseD_0","800ab954","Instruction Label","switchD_800ab950"
"caseD_1","800ab95c","Instruction Label","switchD_800ab950"
"caseD_2","800ab96c","Instruction Label","switchD_800ab950"
"caseD_3","800ab980","Instruction Label","switchD_800ab950"
"caseD_4","800ab98c","Instruction Label","switchD_800ab950"
"caseD_5","800ab99c","Instruction Label","switchD_800ab950"
"caseD_6","800ab9b0","Instruction Label","switchD_800ab950"
"caseD_7","800ab9bc","Instruction Label","switchD_800ab950"
"caseD_8","800ab9d0","Instruction Label","switchD_800ab950"
"caseD_9","800ab9e8","Instruction Label","switchD_800ab950"
"InvalidateWaveData","800ac2e0","Function","nw4r::snd::detail::Voice"
"FUN_800ac430","800ac430","Function","Global"
"GetInstance((void))","800ac440","Function","nw4r::snd::detail::VoiceManager"
"FUN_800ac540","800ac540","Function","Global"
"FUN_800ac550","800ac550","Function","Global"
"Shutdown((void))","800ac600","Function","nw4r::snd::detail::VoiceManager"
"AllocVoice","800ac6e0","Function","nw4r::snd::detail::VoiceManager"
"FreeVoice","800ac8a0","Function","Global"
"UpdateAllVoices","800ac940","Function","Global"
"NotifyVoiceUpdate","800ac9f0","Function","nw4r::snd::detail::VoiceManager"
"ChangeVoicePriority","800aca60","Function","Global"
"UpdateAllVoicesSync","800acb70","Function","nw4r::snd::detail::VoiceManager"
"CalcPitchRatio","800acbf0","Function","nw4r::snd::detail::Util"
"CalcVolumeRatio","800acda0","Function","nw4r::snd::detail::util"
"CalcPanRatio","800ace00","Function","nw4r::snd::detail::util"
"CalcSurroundRatio","800acee0","Function","nw4r::snd::detail::util"
"CalcLpfFreq","800acf80","Function","nw4r::snd::detail::util"
"GetRemoteFilterCoefs","800acff0","Function","nw4r::snd::detail::Util"
"CalcRandom","800ad050","Function","nw4r::snd::detail::Util"
"GetDataRefAddressImpl","800ad080","Function","nw4r::snd::detail::Util"
"GetDataRefAddressImpl","800ad0b0","Function","nw4r::snd::detail::Util"
"WaveArchiveReader","800ad0e0","Function","nw4r::snd::detail::WaveArchiveReader"
"GetWaveFile","800ad160","Function","nw4r::snd::detail::WaveArchiveReader"
"WaveFileReader","800ad1f0","Function","nw4r::snd::detail::WaveFileReader"
"WaveFileReader","800ad210","Function","nw4r::snd::detail::WaveFileReader"
"ReadWaveInfo","800ad220","Function","nw4r::snd::detail::WaveFileReader"
"FUN_800ad430","800ad430","Function","Global"
"FUN_800ad4a0","800ad4a0","Function","Global"
"Prepare","800ad550","Function","nw4r::snd::detail::WaveSound"
"FUN_800ad5f0","800ad5f0","Function","Global"
"FUN_800ad690","800ad690","Function","Global"
"SetChannelPriority","800ad6d0","Function","nw4r::snd::detail::WaveSound"
"SetReleasePriorityFix","800ad6e0","Function","nw4r::snd::detail::WaveSound"
"FUN_800ad6f0","800ad6f0","Function","Global"
"FUN_800ad7e0","800ad7e0","Function","Global"
"FUN_800ad800","800ad800","Function","Global"
"FUN_800ad810","800ad810","Function","Global"
"FUN_800ad820","800ad820","Function","Global"
"FUN_800ad830","800ad830","Function","Global"
"FUN_800ad840","800ad840","Function","Global"
"FUN_800ad860","800ad860","Function","Global"
"FUN_800ad970","800ad970","Function","Global"
"WsdFileReader","800ad9b0","Function","nw4r::snd::detail::WsdFileReader"
"ReadWaveSoundInfo","800ada40","Function","nw4r::snd::detail::WsdFileReader"
"ReadWaveSoundNoteInfo","800adb60","Function","nw4r::snd::detail::WsdFileReader"
"ReadWaveParam","800adc80","Function","nw4r::snd::detail::WsdFileReader"
"WsdPlayer","800add80","Function","nw4r::snd::detail::WsdPlayer"
"InitParam","800addf0","Function","nw4r::snd::detail::WsdPlayer"
"Prepare","800adea0","Function","nw4r::snd::detail::WsdPlayer"
"Stop","800ae0b0","Function","nw4r::snd::detail::WsdPlayer"
"FUN_800ae420","800ae420","Function","Global"
"Update","800ae490","Function","nw4r::snd::detail::WsdPlayer"
"StartChannel","800ae740","Function","Global"
"FUN_800ae900","800ae900","Function","Global"
"ChannelCallbackFunc","800aed70","Function","nw4r::snd::detail::WsdPlayer"
"DecodeDspAdpcm","800aeec8","Function","Global"
"List_Init","800aef60","Function","nw4r::ut"
"List_Init__Q24nw4r2utFPQ34nw4r2ut4ListUs","800aef60","Function","Global"
"List_Append","800aef80","Function","Global"
"List_Append__Q24nw4r2utFPQ34nw4r2ut4ListPv","800aef80","Function","Global"
"List_Insert","800aeff0","Function","Global"
"List_Insert__Q24nw4r2utFPQ34nw4r2ut4ListPvPv","800aeff0","Function","Global"
"List_Remove","800af110","Function","Global"
"List_Remove__Q24nw4r2utFPQ34nw4r2ut4ListPv","800af110","Function","Global"
"List_GetNext","800af180","Function","nw4r::ut"
"List_GetNext__Q24nw4r2utFPCQ34nw4r2ut4ListPCv","800af180","Function","Global"
"List_GetPrev","800af1a0","Function","Global"
"List_GetPrev__Q24nw4r2utFPCQ34nw4r2ut4ListPCv","800af1a0","Function","Global"
"List_GetNth","800af1c0","Function","Global"
